Date,gold,silver,sp500,dxy,ust10y_change
2006-05-02,0.02110775076209168,0.03506645042218125,0.006125912703046048,-0.002095952128928735,-0.020999908447265625
2006-05-03,-0.0013533415469022937,-0.031108876987309266,-0.0038835036433497857,0.0005825954038043846,0.03399991989135742
2006-05-04,0.015231058274022213,0.005371530104613841,0.0031522329368364158,0.0,0.006000041961669922
2006-05-05,0.007529296693737569,-0.0003572148251135461,0.01024266612268579,-0.008422997799893894,-0.04200029373168945
2006-05-08,-0.006344548315854382,0.00035721482511352857,-0.000830038734127436,0.0012914660604561314,0.01100015640258789
2006-05-09,0.030897281121183933,0.03509131981127019,0.0003622767493055886,-0.004704248516333011,0.006000041961669922
2006-05-10,0.009995755944479651,0.0017914993331177309,-0.0017296437236281451,-0.0038977410415048145,0.0
2006-05-11,0.009193212955575812,0.022732867426146993,-0.01288067467835875,-0.0027256444143196274,0.03000020980834961
2006-05-12,0.0012663240006524636,-0.0270102299426392,-0.011304817461096427,-0.0036854059007039946,0.03099966049194336
2006-05-15,-0.053575200633378034,-0.08615690340290685,0.002521530784402824,0.0068843219200558645,-0.03299999237060458
2006-05-16,0.017644876407503035,0.023092233672191754,-0.0018712312726290408,-0.004386264498919628,-0.04799985885620206
2006-05-17,-0.0067271250662083795,-0.036749524933801875,-0.01698449398254566,0.008046432227742706,0.04799985885620206
2006-05-18,-0.010176364470453626,-0.037993041291020296,-0.006721550408601831,-0.004015077862750323,-0.07999992370605558
2006-05-19,-0.028264016724660453,-0.000158706054810006,0.0041283576149624395,0.00436856611308177,-0.01900005340576172
2006-05-22,-0.0042787163206261586,-0.006768891916169107,-0.0039224146258121,-0.006263671045188428,-0.018000125885009766
2006-05-23,0.016403681898370586,0.041476972120573795,-0.004359477610648544,0.0,0.03000020980834961
2006-05-24,-0.035575658845409586,-0.039082738537204564,0.001582403218007078,0.007088021291649037,-0.032000064849853516
2006-05-25,0.009941048269267854,0.011098040230992976,0.01130594031131146,-0.0035376855888911503,0.039999961853027344
2006-05-26,0.0061633714364872465,-0.0011832257763311615,0.005703043365720523,0.00718030978766249,-0.021999835968017578
2006-05-30,0.00015363084740756304,0.03314620531307572,-0.01597655965752121,-0.011560861940459057,0.03399991989135742
2006-05-31,-0.013607713088968276,-0.03646661443039269,0.008079200028414162,0.00520714124974019,0.026999950408935547
2006-06-01,-0.026344325345324347,-0.04768215452503035,0.012223327369858277,0.0008259064116698063,-0.005000114440917969
2006-06-02,0.014913787710007854,0.011150247922439542,0.0019503332475381977,-0.00876572595003619,-0.11399984359741211
2006-06-05,-0.003312552645839676,-0.006840607086603825,-0.017960022017338574,0.0010701747449130621,0.032000064849853516
2006-06-06,-0.011761128537159677,-0.021482831358976308,-0.0011387773107430577,0.006987698921182808,-0.019999980926513672
2006-06-07,-0.00432589735009203,0.0029529527912061726,-0.006111091377008479,0.0030638075458967067,0.019999980926513672
2006-06-08,-0.02224296502229832,-0.05498032390141782,0.0014160484463521573,0.010766701901786895,-0.03399991989135742
2006-06-09,-0.007580772661454671,-0.003834602949964468,-0.004485655970165158,-0.0022140944312780825,-0.01100015640258789
2006-06-12,-0.0069721727529346005,-0.023687942019626873,-0.011937217492592567,0.001515384723742319,0.006000041961669922
2006-06-13,-0.07092235174749524,-0.1271474499355302,-0.01117384593032396,0.006733271725742192,-0.026000022888183594
2006-06-14,-0.005379235579350925,0.004664437181111332,0.00517588478216243,-0.003360968755059974,0.08900022506713867
2006-06-15,0.030106768033878732,0.05961430401184869,0.021012754739616786,-0.001394084209834386,0.04799985885620117
2006-06-16,0.006260900631636242,0.002529924771961421,-0.0036846514409677685,-0.001163178881157053,0.029999732971191406
2006-06-19,-0.023150800407539796,-0.03390159322176349,-0.00915860746773235,0.004528828495687439,0.017000198364257812
2006-06-20,0.016540912545872956,0.03351281891267896,-8.071577965939769e-06,-0.0015073022162481137,0.012000083923339844
2006-06-21,0.017815961750979315,0.020591485333792698,0.009693820144398816,-0.004652270870727801,-0.0019998550415039062
2006-06-22,-0.010339611013396036,-0.02341486081349651,-0.0052846433977929725,0.007086056447612881,0.0429997444152832
2006-06-23,0.004493649688969512,0.009315906220029892,-0.0008834791118988757,0.004965085050686614,0.03000020980834961
2006-06-26,0.004988349549092769,-0.0034832447374063664,0.004857655020670141,-0.003808230737148559,0.010999679565429688
2006-06-27,-0.010348462113978675,-0.010033754256655354,-0.009125527128600108,-0.0002312285298490536,-0.028999805450439453
2006-06-28,-0.002430124232988146,0.003030466944497154,0.005472449647681757,0.0018485971078940958,0.034999847412109375
2006-06-29,0.033832024181210556,0.05108826829837269,0.021335769185163972,-0.008811587527560581,-0.04500007629394531
2006-06-30,0.0283248597979711,0.03257441956482277,-0.0020998596049774925,-0.007598394273838256,-0.06199979782104492
2006-07-03,0.015396151524819567,0.021404980370862477,0.007834128700747955,-0.0004694943181211125,0.013000011444091797
2006-07-05,0.005133147203806899,0.007877515667403105,-0.007275252437706834,0.004918597244224368,0.07600021362304776
2006-07-06,0.008285586850556694,0.011183931104542232,0.002491108826707996,-0.0029248339594603206,-0.04200029373169034
2006-07-07,-0.006207730001220553,-0.023906230999282727,-0.006772833620935191,-0.004344457173251997,-0.05299997329711914
2006-07-10,-0.009787492538485095,-0.021510060566036566,0.001468707389671119,0.00610040175341873,-0.0019998550415039062
2006-07-11,0.028453018348612674,0.042912920867982624,0.004008311513638601,-0.0016387617988937776,-0.03000020980834961
2006-07-12,0.017245775039784833,0.0018996908474287267,-0.010928527604668774,0.006422665133420465,0.0
2006-07-13,0.009657542324286587,0.004990941590984538,-0.013051548192745042,-0.001397819020641895,-0.028999805450439453
2006-07-14,0.004566148251357566,-0.01304610736561446,-0.0049063057756867905,0.003490757875112397,-0.012000083923339844
2006-07-17,-0.02927786506214761,-0.05377248920154005,-0.0013841973303625145,0.010055014153098788,0.009999752044677734
2006-07-18,-0.016555351989900366,-0.02810533377682439,0.001917976706762714,0.000574846844673261,0.06100034713745117
2006-07-19,0.01780551650096022,0.05007024146009453,0.01838506433120477,-0.006341210479026096,-0.0710000991821289
2006-07-20,-0.023545337797397207,-0.021689704145767288,-0.008513649549338661,-0.002779685173465199,-0.031000137329100674
2006-07-21,-0.013360389171752314,-0.005704249639958352,-0.007102058166951474,-0.003369168600414722,0.017000198364256924
2006-07-24,-0.009279671017174801,0.0073543190265733475,0.016488454880015904,0.004759932835772478,-0.0009999275207519531
2006-07-25,0.0066835337551839295,0.006845885748328973,0.006300915845493745,0.003468647935698902,0.020999908447265625
2006-07-26,0.007284544810071161,0.010316862409548185,-0.00037834253131966203,-0.008228580771471544,-0.029000282287597656
2006-07-27,0.014411802920109096,0.023842393054647176,-0.004108137624991621,-0.0006984582068347728,0.004000186920166016
2006-07-28,0.0033330573021811403,0.0021953571011781594,0.012078516199717922,-0.005020152883347513,-0.05000019073486328
2006-07-31,0.0007919417041651264,0.0013149547017379838,-0.0014793421532656962,-0.001639913512000642,-0.0019998550415039062
2006-08-01,0.018199433154515745,0.029775685293291547,-0.004506237112435881,-0.0029351355505987994,-0.005000114440917969
2006-08-02,0.006663080453584655,0.034269951335231565,0.005093535034171588,0.0,-0.021999835968017578
2006-08-03,-0.009777330003267252,-0.0074227270775083,0.0022363911697382798,-0.00035287127719895264,-0.009999752044677734
2006-08-04,0.0024921513025285714,0.024773408231819075,-0.0007110670028835725,-0.005306893261024794,-0.05000019073486328
2006-08-07,0.003416701922818477,-0.005912620138937244,-0.0028100082388708768,0.002126156074987113,0.019999980926513672
2006-08-08,-0.008250981257249518,-0.004070025106770275,-0.0033683722592652552,-0.001062467911116616,0.0019998550415039062
2006-08-09,0.010264414233311715,0.020825631289652424,-0.0043587710409504835,0.0005903692862329351,0.01399993896484375
2006-08-10,-0.021583529170159283,-0.03222807105976389,0.004618338861988249,0.004358364217924486,-0.009999752044677734
2006-08-11,-0.008574217652083825,-0.01680577143082767,-0.003994465346949095,0.005158215609989305,0.039999961853027344
2006-08-14,-0.007362374610728818,0.010764960944414623,0.0011597632270497372,0.001402229130947316,0.03399991989135742
2006-08-15,-0.003862900050710145,0.00471985365340722,0.013603517555473534,-0.004916294198632221,-0.06999969482421875
2006-08-16,0.007710935506649349,0.017930057256679958,0.007632783631721066,-0.003997700448589936,-0.06000041961669922
2006-08-17,-0.02364104424604251,-0.02939574760170359,0.0015811787974745859,0.001883282852221248,-0.0039997100830078125
2006-08-18,0.00016387542029731639,0.007741363864211119,0.003708062857582507,0.0005877320238588999,-0.032000064849853516
2006-08-21,0.0226766716784495,0.028769496520529573,-0.0036772042352294725,-0.005420695595381083,-0.01600027084350586
2006-08-22,-0.006265574298403793,-0.009471040740218194,0.0010013533539877052,0.00647788684976986,-0.007999897003173828
2006-08-23,-0.003551786170239269,0.01653596243481743,-0.004498760349021232,-0.0005872004452044169,0.007999897003173828
2006-08-24,-0.0012947376767310466,-0.011263220055632909,0.002371580108853858,0.0017604784708939302,-0.015999794006347656
2006-08-25,0.0003238416104977378,0.004842658395539718,-0.0007487739494986201,0.0011719030574265017,-0.012000083923339844
2006-08-28,-0.012543952945273145,-0.03173834968164498,0.005152416785938775,-0.0017583252399337595,0.006000041961669922
2006-08-29,-0.0009841131508818335,0.01999490963710288,0.0019186056427523657,-0.003761608780388816,-0.01399993896484375
2006-08-30,0.007845734178219533,0.01904358911941569,0.0008353349096587734,0.0007063522411563645,-0.019999980926513672
2006-08-31,0.014065428763227219,0.031239041875620117,-0.0011881457810914624,0.0009410873420627065,-0.031000137329101562
2006-09-01,-0.002411019821175847,0.004020420268911963,0.005499463994837353,-0.001294201095956073,-0.006000041961669922
2006-09-05,0.01944286299654392,0.0011567645847485426,0.0017071408854651042,0.0007061028624763314,0.05500030517578125
2006-09-06,-0.007922716060125687,0.001001389326677197,-0.00994072887125942,0.0011757611585899942,0.019999980926513672
2006-09-07,-0.025946191654282313,-0.03271284945494266,-0.004810584977398314,0.005040159671562031,-0.006000041961669922
2006-09-08,-0.010009118155884447,-0.035631265933556394,0.003779516785635686,0.0048985190021900585,-0.024000167846679688
2006-09-11,-0.035927977031141096,-0.09099143368140475,0.0004772019651234773,-0.00034908687326212437,0.0279998779296875
2006-09-12,-0.0030816717701889667,-0.005069238356752005,0.010304209566623772,0.0,-0.026000022888183594
2006-09-13,0.0051308345941207655,0.014952572105776035,0.003853909373543101,-0.0005820527796532473,-0.007999897003173828
2006-09-14,-0.024696883147300317,-0.04432990881594145,-0.001358906207768862,-0.0024485417308337627,0.028000354766845703
2006-09-15,0.0036652959943343877,0.00920979382670677,0.002564555076311261,0.0038449706411175584,0.004999637603759766
2006-09-18,0.014356348078949017,0.03377810244248496,0.0011511637573800798,-0.0020954642123000686,0.012000083923339844
2006-09-19,-0.022753936934990223,-0.03479720473292352,-0.002683048555375884,0.0015138853873861863,-0.07299995422363281
2006-09-20,0.005955529304156023,0.009043115398093408,0.005706071034442844,-0.0015138853873862294,-0.007999897003173828
2006-09-21,0.011978312594347288,0.02709610188157983,-0.005410119989902893,-0.007368853289943119,-0.08100032806396484
2006-09-22,0.009446171286572042,-0.0030444504223210668,-0.00246884627333857,0.00023472993873198807,-0.05099964141845703
2006-09-25,0.0,0.0033125687545636673,0.008776510314245868,0.0010558270487894756,-0.04200029373168945
2006-09-26,0.004094200107174069,0.016839938336430497,0.007496114733216495,0.003978431897797639,0.03000020980834961
2006-09-27,0.018051939672373406,0.021046052448362298,0.00017957024121812985,0.0003503579758067848,0.008999824523925781
2006-09-28,-0.00033445581216309524,-0.006821797405581548,0.0017118783965645722,0.0007001699070538039,0.032000064849853516
2006-09-29,-0.0053664339603248755,-0.007828863082959889,-0.002265672135253866,0.0029122275395649933,0.006999969482421875
2006-10-02,-0.005395388023705695,-0.001398216916044112,-0.003396884177235413,-0.004430001278660832,-0.014999866485595703
2006-10-03,-0.0350973728570958,-0.05620719370199139,0.0020935009758710986,0.0014010831222376053,-0.0019998550415039062
2006-10-04,-0.013042160218877828,-0.0009255186777628452,0.01198830157743166,0.0015155614312988529,-0.051000118255615234
2006-10-05,0.009709657907544174,0.0254150140183833,0.0022342224846966835,0.0009315537889927647,0.0429997444152832
2006-10-06,0.0012291022461254299,0.0015334146428549007,-0.002686098653359275,0.006033950433229281,0.08800029754638672
2006-10-10,0.0001754245356893737,0.0020708388241102546,0.0028339374804431626,0.0066873788333321575,0.05200004577636719
2006-10-11,-0.0021074635611676128,0.004934764334093824,-0.002567236216697791,0.0011485714351702728,0.03599977493286133
2006-10-12,0.010667244557621159,0.010505797022012724,0.009495869261272884,-0.0022983758288761895,-0.006000041961669034
2006-10-13,0.018611566060242047,0.030355542083554277,0.0020451465739917867,0.0022983758288760733,0.028000354766844815
2006-10-16,0.010192010851696898,0.01754433743851873,0.002515881363474249,-0.001378391496544468,-0.018000125885009766
2006-10-17,-0.0088270246267677,-0.01334320920510101,-0.003666164318479104,-0.001495338765602674,-0.01000022888183505
2006-10-18,-0.0010235649551442205,0.002904777518779728,0.0012821218580672926,0.00011504468313039828,-0.013999938964844638
2006-10-19,0.013898523638232187,0.029255581357597826,0.0008488942862782346,-0.007393742182186256,0.021999835968017578
2006-10-20,-0.010660919575812458,-0.016119265238486377,0.0011990341158502982,0.00034779178661532514,-0.0019998550415039062
2006-10-23,-0.01750517469820813,-0.02024222187130883,0.006133456455451609,0.005087332654030751,0.04200029373168945
2006-10-24,0.007073260919781201,0.012805333058766374,0.0002613893046917648,-0.0009230626332674957,-0.0020003318786621094
2006-10-25,0.01009159629586728,0.008951326464040205,0.003507733603266655,-0.0028900084612533874,-0.051000118255615234
2006-10-26,0.008979350419899177,0.017583010819358365,0.004950744808794787,-0.005688735064117544,-0.051999568939208984
2006-10-27,0.0018535788960060886,-0.007878323164056397,-0.008487547836851525,-0.003849544992163213,-0.046000003814697266
2006-10-30,0.008382278538378779,0.00787832316405653,0.00042833398938320956,0.00035055542709781806,-0.0020003318786621094
2006-10-31,0.005660080759457596,0.013293024586900966,7.175734218364178e-06,-0.003159521080555092,-0.06699991226196289
2006-11-01,0.018421555651427647,0.014244381009649415,-0.00737862425334979,0.0,-0.04500007629394531
2006-11-02,0.009085032704114484,0.005689353662103937,-0.00034374185976655965,0.00023434482154907285,0.03500032424926758
2006-11-03,0.0061182138370136285,0.0029520667610315313,-0.0022257092668210425,0.004326259381243656,0.11899995803833008
2006-11-06,-0.0066028076577951044,0.00461010367292878,0.011282575026932747,0.0004665918169443555,-0.006000041961669922
2006-11-07,0.0024207471759942175,-0.0011901917448492788,0.0022152433415975263,-0.003738755310289956,-0.05000019073486328
2006-11-08,-0.015103824170810666,-0.014233444317397419,0.002080508269778957,-0.0002340979008822231,-0.026000022888183594
2006-11-09,0.029665243715548233,0.04803439135579255,-0.005347249472951695,-0.002696564757093218,0.0
2006-11-10,-0.0073342018093687155,-0.004693208889026782,0.0018628886470654841,-0.00152731335398761,-0.04699993133544922
